"","mean","0.025quant","0.975quant"
"as.factor(x1)1",1.01169415539444,0.753732937485335,1.35740951262563
"as.factor(x2)1",0.868485305310882,0.552591054232406,1.36436150970839
"as.factor(x3)0.5",0.981936367822778,0.977694616132933,0.986192918235999
"as.factor(x3)1",0.977019204986721,0.973577483584555,0.980470052337688
"x4",1.00350163936985,0.908897488672345,1.10780684273188
"x5",1.00079496755141,0.941537692137583,1.06369530997272
"x6",1.00185536538199,0.945501189808285,1.06148660478201
"x7",1.00040533329596,0.976140392279047,1.02523995341573
