"","x"
"1",1.41883376210385
"2",1.71175938066235
"3",1.44590400070831
"4",0.996383316309899
"5",1.30437595895799
"6",-0.835871419656258
"7",-0.806026969678704
"8",0.33038302014608
"9",0.584185819577296
"10",0.287916645451519
"11",-0.29428999948127
"12",0.248537729429065
"13",1.32430915207995
"14",1.49251857659836
"15",-3.97274331191092
"16",-3.52017844256151
"17",-2.24430880925839
"18",-1.95197101409901
"19",-1.37988313039775
"20",-0.94443113708784
"21",-1.09378980402368
"22",-0.79767987507637
"23",-0.333623697752636
"24",-0.348331944729468
"25",-0.837507096090602
"26",-0.323102236391362
"27",0.886005828534631
"28",0.714407515843873
"29",0.527404423531874
"30",0.827441277681484
"31",0.592659624638513
"32",-0.0787366273986762
"33",0.142026677058408
"34",-0.521815712458359
"35",-0.307795697155113
"36",-0.454822670232893
"37",-0.172041239308413
"38",2.0374443702431
"39",2.06445821719609
"40",1.97618240844909
"41",-1.64588070312954
"42",-0.854190818057123
"43",-1.47997454943592
"44",-1.65341097249562
"45",-1.54806006446013
"46",-1.33933697338155
"47",-1.44171903374512
"48",-1.78588119040561
"49",-1.84481388857193
"50",-3.1348541606139
"51",-3.22952638605182
"52",0.0897157150410526
"53",1.15573489849542
"54",1.15526478165931
"55",0.673874306759401
"56",0.845197235760045
"57",-0.646739636253089
"58",-0.136847268435793
"59",0.999437227872791
"60",1.40391031223907
"61",1.35764373595274
"62",-0.585599257725623
"63",-0.912430122426714
"64",-0.685311161035043
"65",-0.246912143420026
"66",0.367316599077254
"67",0.861813835674032
"68",0.852507196911357
"69",1.16636213756632
"70",1.12881927901968
"71",0.714938201673917
"72",1.08520638133976
"73",1.68046544108334
"74",1.85940882270512
"75",1.69870902581615
"76",1.60059167792341
"77",1.44976074053312
"78",0.428410208703831
"79",0.909464436351238
