"","x"
"1",0.145725366221171
"2",0.733596077528184
"3",0.298018361755312
"4",1.41724474936051
"5",-0.229425121447826
"6",0.674194035295336
"7",-0.105650320668219
"8",-0.00145249912652953
"9",0.198079190840004
"10",0.62214516203537
"11",0.440667644492999
"12",-0.296431877242794
"13",-0.578568929527541
"14",0.000468383172419442
"15",-0.0774396899678084
"16",0.0883039061498017
"17",0.03578398728802
"18",-0.120130822037185
"19",-0.00988484821933476
"20",-0.0759537302815084
"21",-0.286747508122114
"22",0.983102032635674
"23",0.641084388739272
"24",0.171082205078228
"25",0.50105034457573
"26",0.400937937297513
"27",0.0846267808482361
"28",-1.36167410143292
"29",-0.0210634450281872
"30",0.110012034469105
"31",0.889627162025604
"32",0.408378636995365
"33",-0.222925538123935
"34",-0.67876547533259
"35",-0.913866790831599
"36",-0.503888360945154
"37",0.177518688214209
"38",0.736366808848832
"39",-0.0987337284905932
"40",0.00920862218549549
"41",0.267353301699046
"42",1.01051055244581
"43",0.410367842705599
"44",0.141961052016322
"45",1.18153959728867
"46",0.927909864911103
"47",0.461048468673813
"48",0.591181895177394
"49",-0.197524290280845
"50",-0.564924586784112
"51",-0.415172213436966
"52",-0.391352542946351
"53",0.338447548081026
"54",-0.248516298920766
"55",-0.329551107585788
"56",-1.06743032281536
"57",-1.26633563316845
"58",-0.374626381819241
"59",-0.360682716865518
"60",1.18823914903703
"61",0.354610741517741
"62",-1.00856440514236
"63",-0.97359412730598
"64",-1.25129485834048
"65",-1.44571468223166
"66",0.20203907156505
"67",-0.508164834769033
"68",0.205638751271214
"69",0.13561882337591
"70",0.340259362982079
"71",0.997125455078858
"72",0.353779159149475
"73",0.966792940065801
"74",-0.475182377620521
"75",-1.23861115722537
"76",-1.69618370834057
"77",0.608067966942296
"78",-0.501882345810972
"79",-0.54521987859862
