"","mean","0.025quant","0.975quant"
"as.factor(x1)1",1.10688439361894,0.815200071175364,1.50237447152242
"as.factor(x2)1",0.852395500407108,0.532148285498281,1.36455295318806
"as.factor(x3)0.5",1.06878625409252,1.0399608151371,1.09838298495707
"as.factor(x3)1",1.04217363476171,1.0189260856302,1.06592387803742
"x4",0.997233121085543,0.899730356380618,1.10516134629556
"x5",1.01110798566662,0.948973615954786,1.07722706897186
"x6",0.984218481087706,0.926756104439143,1.04516593934588
"x7",0.998861060920883,0.973698822243619,1.02464126020176
