"","x"
"1",-0.0074095396725337
"2",0.0339529093464855
"3",-0.0813927394221825
"4",-0.233196016382863
"5",0.0713870536418126
"6",0.129435186220731
"7",0.143787196720809
"8",-0.0550874453836947
"9",0.0707396849164847
"10",0.032186022364442
"11",0.0455015255211819
"12",0.00865627967817882
"13",0.0772316008676603
"14",0.00136665665104231
"15",-0.0345602358686284
"16",-0.0241057696660321
"17",-0.0350160091002922
"18",0.0554871090406356
"19",0.0275077047073135
"20",0.047769103208222
"21",-0.0276934357290806
"22",0.0139732639767476
"23",-0.0043736678385405
"24",0.00875505161648746
"25",-0.0657437077873727
"26",-0.0484859962935594
"27",-0.0619121343606837
"28",-0.0356893613737934
"29",-0.0272332696758795
"30",0.0519664515086689
"31",-0.0933655521215086
"32",-0.0209299917275329
"33",0.0933172855271365
"34",-0.0564613154161429
