"","mean","0.025quant","0.975quant"
"as.factor(x1)1",0.989962043415924,0.907822166600276,1.07944089788554
"as.factor(x2)1",1.37608562452275,0.756382833669351,2.50228871188453
"as.factor(x3)0.5",0.926583437786171,0.908025360950605,0.945504485672602
"as.factor(x3)1",0.852515749601494,0.842948775324832,0.862184503061624
"as.factor(x3)2",0.899953564305062,0.821921666874888,0.985256559265897
"x4",1.01115546923957,0.974916254937914,1.04870253005336
"x5",1.00804951403054,0.991162159846261,1.0252065868228
"x6",0.994662264544702,0.979408318794039,1.01013822559571
"x7",1.00513399240426,0.997419975837896,1.01290041515435
