"","x"
"1",0.0278689703572404
"2",0.0867252863720594
"3",-0.0555488616154808
"4",-0.0656826228494303
"5",0.0887077264904503
"6",-0.144699841139267
"7",0.0929515128111764
"8",-0.0358371652079543
"9",0.190062143292779
"10",0.220118668059939
"11",0.062310703472135
"12",-0.300542081468435
"13",0.296618272602192
"14",0.102197292387699
"15",-0.0582292577376017
"16",0.157064394329423
"17",0.605589531004895
"18",0.471950093959626
"19",0.555276918316411
"20",0.546795633092382
"21",0.464160075220788
"22",0.658248867428334
"23",0.530479415604641
"24",0.501841941848906
"25",0.434797991496803
"26",0.369146126829481
"27",0.450859082367963
"28",0.377042090440079
"29",0.536760256818344
"30",0.399227233928054
"31",0.280356183612621
"32",0.485682618304009
"33",0.510409744516708
"34",0.49500614671354
"35",0.415954254968246
"36",0.429466082487497
"37",0.236550142904697
"38",0.33206504924131
"39",0.557418420740775
"40",0.475525273527798
"41",0.204424990234582
"42",0.567059220285037
"43",0.148959377968815
"44",0.0363415221060656
"45",0.166074949640594
"46",0.00642030283911472
"47",-0.918590687216737
"48",0.0866369041996502
"49",0.421073587253295
"50",0.0466482986860632
"51",0.121272228088955
"52",-0.256714457705414
"53",0.0355221906076012
"54",-0.029523891985312
"55",-0.260236854749124
"56",0.0223445252477177
"57",-0.137473819535042
"58",-0.269565673361817
"59",-0.404463042604443
"60",-0.301899466694988
"61",-0.303983756072967
"62",-0.30181172900133
"63",-0.29339017002777
"64",-0.167645065959662
"65",-0.232404627823152
"66",-0.445022357797427
"67",-0.237007330404042
"68",-0.416395984296693
"69",-0.289040928133658
"70",-0.320191943298971
"71",-0.203986924399428
"72",-0.348894549996236
"73",-0.387224267743858
"74",-0.444175493005345
"75",-0.379859490136317
"76",-0.524411135374401
"77",-0.532684958211796
"78",-0.429675879391966
"79",-0.505090023659944
"80",-0.599749007231343
"81",-0.393836943296245
"82",-0.379397975714351
"83",-0.389758210502218
"84",-0.536161302356961
"85",-0.612718062248591
"86",-0.524680222429737
"87",-0.496295884329288
"88",-0.41155310706054
"89",-0.370749357345504
"90",-0.591287247071613
"91",-0.497122798260392
"92",-0.289327040364255
"93",-0.405503472220432
"94",-0.479108744957124
"95",0.085066172605313
"96",-0.00916834835783213
"97",0.151552013021769
"98",0.182813707564822
"99",0.058517896527035
"100",0.0725731427354044
"101",-0.0483138151437215
"102",0.0990102589734457
"103",-0.0179150577108473
"104",-0.0172078849622003
"105",-0.0542448285102579
"106",0.0336158128454398
"107",-0.0720128302090277
"108",0.000695525496094034
"109",-0.0503375753605123
"110",-0.00370528562429581
"111",-0.0103754978146044
"112",-0.0835919223222234
"113",-0.132540339804704
"114",0.161391476509392
"115",-0.309463942483819
"116",0.20392942605477
"117",0.0452772224396535
"118",0.105761077333026
"119",-0.0415335767930742
"120",0.004761436231417
"121",0.025999841855231
"122",-0.0222214843261111
"123",0.0196964476552625
"124",0.00939860125701486
"125",0.118805667266139
"126",0.0252177084763376
"127",0.200977188499104
"128",0.169684229608763
"129",0.0145149256991121
"130",0.190267356386242
"131",0.190287769246533
"132",0.157445007405944
"133",0.0722222315620318
"134",0.171795786162226
"135",0.0741009004578312
"136",0.00353913415973404
"137",0.20133636385583
"138",0.00860704726864666
"139",0.226928703347185
"140",0.0829517848285992
"141",0.144595528122979
"142",0.0250883412983531
"143",0.149838875721387
"144",0.313636548005176
"145",0.198642017605609
"146",0.0164207148493057
"147",0.161889396863301
"148",0.382526037407593
"149",0.218668629179532
"150",0.289267753527387
"151",0.165694376122515
"152",0.23732359025233
"153",0.198544977792021
"154",0.331729884045506
"155",0.185505995514608
"156",0.16707525695909
"157",-0.0465200830119107
"158",0.248035663672054
"159",0.116139168545315
"160",0.242100096719163
"161",0.296507414530086
"162",0.233209473888211
"163",0.0176178579879685
"164",-0.0520488917658965
"165",0.1301216227213
"166",0.00067065728596076
"167",0.00410860726124823
"168",0.126764741832472
"169",0.07747041591323
"170",0.00449533663996741
"171",-0.00926265214330431
"172",-0.0678869566433257
"173",-0.0490954524845319
"174",0.173139670655903
"175",-0.0717447339243915
"176",0.047388239615357
"177",0.211294094642788
"178",0.0727390807318528
"179",0.122232417194504
"180",-0.0230845766506438
"181",0.0512902618589906
"182",-0.0616821294544153
"183",0.269136368144635
"184",0.053477988902571
"185",-0.0394115393464486
"186",0.107111879216971
"187",0.544686557420385
"188",0.188831355051883
"189",0.207658397423871
"190",0.240680642285942
"191",0.371307446864138
"192",0.106040110325465
"193",0.362336538983772
"194",0.256603913828581
"195",0.000221989207636227
"196",0.295474894701167
"197",0.260329423576728
"198",0.266188398178904
"199",0.474751841136659
"200",0.266897888146741
"201",0.447062236208435
"202",0.190777246825186
"203",0.2733084883608
"204",0.338466656805871
"205",0.262716893420698
"206",0.157178681743532
"207",0.207876688256743
"208",0.334247792173801
"209",0.129565487787881
"210",0.49919330576214
"211",0.0524972257253392
"212",0.0123598624959904
"213",0.336339370421731
"214",0.0576138072808191
"215",0.167596403910784
"216",0.251514509055562
"217",0.210131086509176
"218",-0.0985084888589956
"219",0.267585382478973
"220",0.034520481411974
"221",-0.00419233023457705
"222",0.153769827189008
"223",0.249689132085191
"224",-0.0626650145071459
"225",-0.0862345482689565
"226",0.269175211678909
"227",0.151609734072024
"228",0.0937496981342615
"229",0.153915267438196
"230",0.270955538962873
"231",-0.0378642592790488
"232",0.422641863558878
"233",0.0753041060563495
"234",-0.0332214599805909
"235",0.0377043579765671
"236",-0.118041355725032
"237",-0.1242537964657
"238",0.070275582185318
"239",0.125308440492812
"240",0.470758469326186
"241",0.207230138099275
"242",0.0785480850864309
"243",-0.235997982001853
"244",0.0860405838088361
"245",0.220237887751623
"246",-0.176710701687292
"247",0.108028158152132
"248",-0.0193601900665444
"249",-0.212894390063084
"250",-0.194936512295797
"251",-0.525989686557392
"252",-0.209320689303838
"253",-0.125063531865278
"254",-0.16692746142194
"255",-0.145457430755735
"256",-0.260730059318046
"257",-0.313513842064739
"258",-0.134159505032487
"259",-0.230526359087037
"260",0.0821010989273839
"261",-0.0356511413040773
"262",-0.180456538919708
"263",-0.109000669765538
"264",-0.237298729796517
"265",-0.133583267028665
"266",-0.102693850537042
"267",-0.170210240152606
"268",-0.293861365779326
"269",-0.0204092931309981
"270",-0.173898096011153
"271",-0.222203332914405
"272",-0.333259547261131
"273",-0.30003111871164
"274",-0.0988702259340325
"275",-0.120722232698718
"276",0.0279879857468129
"277",-0.180613021859773
"278",-0.032782383192873
"279",-0.133532997396441
"280",-0.0991109116613107
"281",-0.0180585330942442
"282",-0.0310306424628205
"283",0.100839866756727
"284",0.016056222498781
"285",0.0138584850194114
"286",0.133815893824327
"287",-0.00130662940057897
"288",-0.0872573302487839
"289",0.00906454853273499
"290",0.0537311226451849
"291",-0.0821027503727372
"292",-0.0536154382687843
"293",0.11366198691533
"294",-0.16552175789688
"295",-0.090922365763229
"296",0.178164446983058
"297",0.0150004626953675
"298",0.063187956194997
"299",0.0852381833681324
"300",0.48932480090216
