"","x"
"1",1.48006956140332
"2",1.64512881130625
"3",0.627079049661754
"4",1.46538290603216
"5",1.50328691031509
"6",-1.2461267508998
"7",-0.1379845001163
"8",0.369976862940473
"9",0.645118743398137
"10",-0.721446754039555
"11",-0.100120963820568
"12",0.823512143328538
"13",1.52710209601062
"14",1.69156701662815
"15",-3.18549341925971
"16",-2.80559095296381
"17",-2.27599091627639
"18",-1.96340112486256
"19",-0.766816739462137
"20",-1.24770749476185
"21",-1.09598720577205
"22",-0.788749190038805
"23",0.109095857561372
"24",-0.645353615957214
"25",-0.838178289224802
"26",0.662702477271349
"27",0.650892809955623
"28",0.35459440970688
"29",0.50827815101331
"30",1.09612171496497
"31",-0.201471893658218
"32",0.265213405721079
"33",0.157558006397805
"34",-0.529004021866661
"35",0.335572463035553
"36",-0.567799113585939
"37",0.00829169760865709
"38",1.81542243991328
"39",1.44948838741691
"40",1.16836702374382
"41",-1.4618346433391
"42",0.400300916043775
"43",-1.77379393181866
"44",-1.99440064058769
"45",-1.47544335835889
"46",-2.02185221318721
"47",-2.05844350301671
"48",-1.89578605880677
"49",-2.68222545147382
"50",-3.14527078072411
"51",-2.72469669954864
"52",0.400325105010899
"53",1.54155883884473
"54",0.535143909057184
"55",0.987066160144647
"56",1.20834985029167
"57",-0.483511955940837
"58",0.415234711016761
"59",1.05918621085299
"60",1.33015502450948
"61",0.390983509667153
"62",-1.68634104867931
"63",-1.00778221184765
"64",-0.691370114732787
"65",0.414524983586
"66",0.399865484938229
"67",1.06053719044852
"68",0.779187911462593
"69",1.26908807262562
"70",0.993677089341313
"71",0.788768584532453
"72",1.44464799814248
"73",1.55088665982774
"74",1.44416443894637
"75",1.32673308294428
"76",1.45417660467516
"77",0.88189341631698
"78",0.618422634833551
"79",1.38447644985672
