"","x"
"1",0.054106499344814
"2",0.0910757702053474
"3",0.0390792187778394
"4",0.0369054777426645
"5",0.0591944217461483
"6",0.0784798543622637
"7",0.0525018452396543
"8",0.0832475676269715
"9",0.0684035775050665
"10",0.049505573753633
"11",0.0102473529581994
"12",0.0578133839122839
"13",-0.0281863093143287
"14",0.0290027538332461
"15",0.0240322927839504
"16",-0.0667391677732956
"17",-0.0656518894750743
"18",-0.0148767724974892
"19",-0.0340308277625628
"20",-0.0513323983055417
"21",-0.0104339782127861
"22",-0.0684133293943754
"23",-0.0255416483950764
"24",-0.053073449934932
"25",-0.0366545755110198
"26",-0.00960297679521496
"27",-0.0831723776059908
"28",-0.067047860141372
"29",-0.0704529098620857
"30",-0.061760981654833
"31",-0.0711679556222831
"32",-0.0605722013195853
"33",-0.0635495005822116
"34",-0.0622203811291863
"35",-0.0653760717673636
"36",-0.08272647908122
"37",-0.118042319176717
"38",-0.0901914376617031
"39",-0.11812682021336
"40",-0.0781960738350211
"41",-0.103724282595197
"42",-0.0699624368948389
"43",-0.0024981830616384
"44",-0.0274531351154777
"45",-0.0260894025775732
"46",-0.030693849055281
"47",-0.00359824215178975
"48",-0.00146122748205067
"49",-0.0375234628100344
"50",0.0133707579382507
"51",-0.0210065132633124
"52",-0.0776541829588688
"53",0.01893454832489
"54",0.0240001011145386
"55",-0.0199165126849859
"56",-0.0305989175104074
"57",-0.0374425025331271
"58",-0.00602603600845207
"59",-0.0281340978833314
"60",-0.0316701667115514
"61",-0.0201039683497908
"62",0.00520120247151186
"63",-0.0212350752622935
"64",-0.000166677169500595
"65",0.00503111560359824
"66",0.00325424566029389
"67",-0.0192323913407284
"68",0.0423295673835266
"69",0.0249052904104048
"70",0.0325026226852834
"71",0.0384560222169645
"72",0.0250057079193135
"73",0.0497394496266211
"74",0.0434962386130158
"75",0.0403579156601461
"76",0.0374884786266241
"77",0.0636094423504538
"78",0.0379108700861678
"79",0.0195871263822263
"80",-0.018961991079945
"81",0.026758495395702
"82",-0.0231022167916163
"83",-0.000277940872589674
"84",-0.0155115418847329
"85",-0.0397447575658861
"86",-0.0372865178857956
"87",-0.0553503613915816
"88",-0.0223914624607242
"89",-0.0284655098128779
"90",-0.041031500350138
"91",-0.0702947776811569
"92",-0.0493562336323293
"93",0.00371534850895556
"94",-0.0369465011748412
"95",-0.0341220723134619
"96",-0.0306675392455423
"97",-0.00571870922302111
"98",0.00282936616362011
"99",-0.00579843539048594
"100",0.00450862123499456
"101",0.0118424406141592
"102",-0.0632955866704371
"103",-0.0582572182779147
"104",-0.0328606281214169
"105",-0.043142732182611
"106",-0.0583066836653648
"107",-0.0673424267941047
"108",-0.0826985121424999
"109",-0.0832094186248108
"110",-0.0848780798400153
"111",-0.0682684888768769
"112",-0.0640448314836523
"113",-0.0147972327010082
"114",-0.0301917709963012
"115",-0.00255854205255668
"116",-0.0237735941832263
"117",-0.0142140065046189
"118",-0.0221404785013173
"119",0.0290141801418932
"120",0.0289562018466272
"121",0.0520923503688116
"122",-0.016970096252759
"123",-0.00393841272255497
"124",-0.0635219032589441
"125",-0.0447126731846568
"126",-0.0193403646279866
"127",-0.0347731791558102
"128",-0.0257843891115897
"129",-0.0556894836834024
"130",-0.0280290941876858
"131",-0.0102292049045782
"132",0.0414656459636784
"133",0.0440018382095002
"134",0.0589843243752382
"135",0.0940928461236437
"136",0.0726436452075127
"137",0.066135331702429
"138",0.0635480722149964
"139",0.103553834808113
"140",0.06784805598622
"141",0.124037957677864
"142",0.0732345904930043
"143",0.095169887820028
"144",0.0753086723870354
"145",0.0815504109962912
"146",0.0891710004565419
"147",0.0549949685370296
"148",0.0861348229967691
"149",0.103792650683841
"150",0.0985658901379951
"151",0.0712746901099138
"152",0.0886963205616045
"153",0.0586091812658394
"154",0.0292967825835521
"155",0.0545486932340986
"156",0.0417732092988356
"157",0.0565712893341724
"158",0.0424581403561644
"159",0.0331339015584905
"160",0.08224888552194
"161",0.0961343660031884
"162",0.0587248242458203
"163",0.0950496770575282
"164",0.0847967369283853
