"","mean","0.025quant","0.975quant"
"as.factor(x1)1",0.992392035723127,0.914638949161889,1.07666976772795
"as.factor(x2)1",1.46948167139551,0.91727607291885,2.35304272465298
"as.factor(x3)0.5",1.06988371671392,1.06560754748612,1.07417337736142
"as.factor(x3)1",0.949619095918845,0.947085407220765,0.952157610342608
"as.factor(x3)2",1.02574800708056,0.942186796890559,1.11662676898006
"x4",1.01959973394421,0.985125188705157,1.055245502322
"x5",1.00326414452246,0.987418098625456,1.01934874969476
"x6",0.998830339659201,0.984394047690781,1.01346404369847
"x7",1.00482809519093,0.997557653043594,1.01214441657023
